FID,DOCUMENT_N,CRASH_YEAR,CRASH_DT,CRASH_MILI,CRASH_SEVE,K_PEOPLE,A_PEOPLE,B_PEOPLE,C_PEOPLE,PERSONS_IN,PEDESTRIAN,PEDESTRI_1,VEH_COUNT,COLLISION_,WEATHER_CO,LIGHT_COND,ROADWAY_SU,RELATION_T,ROADWAY_AL,ROADWAY__1,ROADWAY_DE,ROADWAY__2,INTERSECTI,TRAFFIC_CO,TRFC_CTRL_,WORK_ZONE_,WORK_ZONE1,WORK_ZON_1,SCHOOL_ZON,FIRST_HARM,FIRST_HA_1,ALCOHOL_NO,ANIMAL,BELTED_UNB,BIKE_NONBI,DISTRACTED,DROWSY_NOT,DRUG_NODRU,GR_NOGR,HITRUN_NOT,LGTRUCK_NO,MOTOR_NONM,PED_NONPED,SPEED_NOTS,SPEED_DIFF,RD_TYPE,INTERSEC_1,SENIOR_NOT,YOUNG_NOTY,MAINLINE_Y,NIGHT,VDOT_DISTR,JURIS_CODE,PHYSICAL_J,FUN,FAC,AREA_TYPE,SYSTEM,VSP,OWNERSHIP,PLAN_DISTR,MPO_NAME,RTE_NM,RNS_MP,NODE,OFFSET,countfield,month
1055,243395142,2024,2024/12/4 0:00:00,633,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   SR00161NB,1.390000000000000,209595,20.320000000000000,1,12
1056,240565084,2024,2024/2/24 0:00:00,1605,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,5. Rain,2. Daylight,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,Yes,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,89.799999999999997,1066365,126.939999999999998,1,2
1057,240725253,2024,2024/3/11 0:00:00,1222,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"4. One-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.319999999999993,209595,196.050000000000011,1,3
1058,242085347,2024,2024/7/26 0:00:00,2154,B,0,0,1,1,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,91.500000000000000,209585,58.890000000000001,1,7
1059,243215153,2024,2024/11/16 0:00:00,1230,B,0,0,1,0,1,0,1,1,12. Ped,1. No Adverse Condition (Clear/Cloudy),1. Dawn,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,19. Ped,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,Yes,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   SR00161NB,1.420000000000000,209595,126.390000000000001,1,11
1060,243495243,2024,2024/12/14 0:00:00,1730,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,2. Trees,3. Median,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,RD_UNKNOWN,Not Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,88.420000000000002,209595,307.730000000000018,1,12
1061,240155121,2024,2024/1/15 0:00:00,154,K,1,2,0,0,2,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,3. Utility Pole,3. Median,No,No,Unbelted,No,No,No,No,No,No,No,No,No,Yes,20,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,88.140000000000001,1052024,59.310000000000002,1,1
1062,240355243,2024,2024/2/4 0:00:00,1800,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,1. Concrete,1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,89.219999999999999,1051199,11.010000000000000,1,2
1063,241205205,2024,2024/4/29 0:00:00,817,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,3. Utility Pole,"8. Off Roadway, Location Unknown",No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,S-VA127PR HARWOOD ST,0.760000000000000,209590,83.209999999999994,1,4
1064,241785263,2024,2024/6/26 0:00:00,1427,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",8. Roadway Obstructed,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   SR00161NB,1.380000000000000,209595,71.040000000000006,1,6
1065,242195031,2024,2024/8/5 0:00:00,2145,O,0,0,0,0,0,0,0,1,16. Other,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,2. Yes - Working and Obscured,2. No, , ,3. No,"37. Equipment Failure (Tire, etc)",1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT secondary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,S-VA127PR WALMSLEY BLVD,0.350000000000000,209596,17.059999999999999,1,8
1066,242345033,2024,2024/8/20 0:00:00,1740,B,0,0,2,0,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,3. Median,Yes,No,Belted,No,Yes,No,No,No,No,No,No,No,Yes,15,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,91.299999999999997,729779,113.209999999999994,1,8
1067,243255402,2024,2024/11/14 0:00:00,1515,B,0,0,1,0,1,0,0,2,1. Rear End,5. Rain,2. Daylight,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   SR00161SB,1.410000000000000,209595,113.700000000000003,1,11
1068,240345006,2024,2024/2/2 0:00:00,2332,B,0,0,2,0,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,91.150000000000006,209587,59.880000000000003,1,2
1069,241225012,2024,2024/4/30 0:00:00,1823,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,39. Fell/Jumped From Vehicle,1. On Roadway,No,No,Belted,No,Yes,No,No,No,Yes,No,No,No,No,0,NOT_RD,Urban Intersection,No,Yes,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,89.060000000000002,209594,72.709999999999994,1,4
1070,241245151,2024,2024/5/3 0:00:00,815,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,"13. Driveway, Alley-Access - Related",1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",2. Two Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,91.019999999999996,729783,49.170000000000002,1,5
1071,241665368,2024,2024/6/14 0:00:00,1600,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,89.049999999999997,209594,54.479999999999997,1,6
1072,241915063,2024,2024/7/8 0:00:00,1544,O,0,0,0,0,0,0,0,4,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",2. Two Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,Yes,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00360EB,138.979999999999990,209585,43.469999999999999,1,7
1073,242025369,2024,2024/7/20 0:00:00,2055,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,1. Concrete,1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.340000000000003,209595,113.120000000000005,1,7
1074,242275309,2024,2024/8/14 0:00:00,1819,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,0,NOT_RD,Urban Intersection,No,Yes,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,90.640000000000001,729777,65.310000000000002,1,8
1075,243535286,2024,2024/12/18 0:00:00,1243,B,0,0,2,0,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,91.409999999999997,209586,5.250000000000000,1,12
1076,243585104,2024,2024/12/23 0:00:00,734,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,1. Concrete,1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.920000000000002,1066185,5.230000000000000,1,12
1077,240145105,2024,2024/1/13 0:00:00,1530,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.799999999999997,714804,5.370000000000000,1,1
1078,240195021,2024,2024/1/18 0:00:00,1747,A,0,1,1,0,2,0,1,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,13. Other,1. Yes - Working,2. No, , ,3. No,19. Ped,1. On Roadway,Yes,No,Belted,No,Yes,No,No,No,No,Yes,No,Yes,Yes,5,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,88.140000000000001,1052024,56.479999999999997,1,1
1079,240395388,2024,2024/2/8 0:00:00,2024,C,0,0,0,1,1,0,0,3,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Unbelted,No,No,No,No,No,Yes,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,90.790000000000006,729778,5.310000000000000,1,2
1080,240875233,2024,2024/3/27 0:00:00,1045,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,5. Rain,2. Daylight,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.819999999999993,714804,95.329999999999998,1,3
1081,241295370,2024,2024/3/27 0:00:00,2042,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,5. Rain,4. Darkness - Road Lighted,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,VDOT Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,90.510000000000005,209591,15.380000000000001,1,3
1082,241965019,2024,2024/7/13 0:00:00,2330,A,0,2,0,0,2,0,0,2,5. Sideswipe - Opposite Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,90.469999999999999,209590,5.450000000000000,1,7
1083,242685490,2024,2024/9/24 0:00:00,1719,O,0,0,0,0,0,0,0,2,1. Rear End,5. Rain,2. Daylight,2. Wet,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,89.060000000000002,209594,84.609999999999999,1,9
1084,243165180,2024,2024/11/11 0:00:00,1126,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,Yes,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,87.939999999999998,1049523,85.560000000000002,1,11
1085,240155031,2024,2024/1/14 0:00:00,2300,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,1. Concrete,1. No Defects,"2. Two-Way, Divided, Unprotected Median",2. Two Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,13. Curb,4. Roadside,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,90.870000000000005,209588,42.189999999999998,1,1
1086,240205009,2024,2024/1/19 0:00:00,2324,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,87.640000000000001,1049709,48.649999999999999,1,1
1087,242255222,2024,2024/8/12 0:00:00,1110,B,0,0,2,0,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,0,NOT_RD,VDOT Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,90.510000000000005,209591,45.960000000000001,1,8
